A/lambda,Rate_Lr5,Power_Lr5,Cond_Lr5,SR_Lr5
1.0,7.168381,102.632023,523.06,1.0000
1.5,7.290613,108.637845,503.22,1.0000
2.0,7.551289,115.977810,316.13,1.0000
2.5,7.395168,116.086972,535.26,1.0000
3.0,7.092422,114.990937,485.88,1.0000
3.5,7.901550,123.739932,503.61,1.0000
4.0,7.466722,105.151597,909.85,1.0000
