A/lambda,Rate_Lr5,Power_Lr5,Cond_Lr5,SR_Lr5
1.0,6.785114,101.188636,395.62,1.0000
1.5,7.210639,127.767340,307.70,1.0000
2.0,7.641487,118.247670,3208.57,1.0000
2.5,7.759134,132.276853,949.14,1.0000
3.0,7.667034,129.970007,2249.18,1.0000
3.5,7.246024,103.200222,147.84,1.0000
4.0,7.755986,133.506684,527.71,1.0000
