A/lambda,Rate_Lr5,Power_Lr5,Cond_Lr5,SR_Lr5
1.0,7.133386,100.765054,374.37,1.0000
1.5,7.361336,115.057710,327.22,1.0000
2.0,7.542868,123.409702,436.30,1.0000
2.5,7.374736,113.259909,1189.00,1.0000
3.0,7.519307,125.691599,215.30,1.0000
3.5,7.587066,114.270555,318.14,1.0000
4.0,7.337463,116.751706,345.69,1.0000
