A/lambda,Rate_Lr5,Power_Lr5,Cond_Lr5,SR_Lr5
1.0,7.030266,104.740749,482.77,1.0000
1.5,7.303071,111.107812,2962.06,1.0000
2.0,7.638828,124.347099,919.27,1.0000
2.5,7.622158,126.828943,1218.89,1.0000
3.0,7.540752,119.635457,2439.96,1.0000
3.5,7.704332,127.306303,2857.40,1.0000
4.0,7.545862,117.963682,1101.31,1.0000
